replay id;replay title;map;date;result;team name;opposing team name;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time in front of ball;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;demos inflicted;demos taken
b66eecd9-9e10-44c7-9bec-e72811c45d1b;SQ vs SSG -3-2020-08-23.22.54;Utopia Coliseum (Dusk);2020-08-23 22:54:50;win;SPACESTATION;SONIQS;1040;2;1;4;8;5;1;25;1216;160.07;7599;5778;1821;75;161;1891;1324;567;16;49;108.67;161.5;1036;1778;284;1601104;514.09;423.47;165.22;636.4;384.45;81.92;26.56;214;296.67;806.1;296.67;719.74;383.02;528.64;362.83;211.29;4;3
a7d4557e-36cc-4aee-b7de-0e4f2be85b16;ALP vs NRG -2-2020-08-23.20.17;Urban Central (Dawn);2020-08-23 20:17:37;win;NRG;ALPINE ESPORTS;1444;4;3;5;11;10;1;36.36;1208;145.77;6926;5025;1901;61;170;1002;516;486;6;44;98.25;141.8;1104;1162;105;1515865;472.76;417.67;161.87;587.85;399.8;64.64;23.1;242;261.22;791.1;261.22;724.81;327.5;525.3;360.92;166.08;0;2
a7d4557e-36cc-4aee-b7de-0e4f2be85b16;ALP vs NRG -2-2020-08-23.20.17;Urban Central (Dawn);2020-08-23 20:17:37;loss;ALPINE ESPORTS;NRG;1084;1;1;7;10;11;4;10;1241;157.47;7286;4794;2492;61;227;1919;1167;752;14;70;115.76;123.14;1318;1436;275;1552062;456.16;437.08;165.08;638.74;357.08;62.48;24.4;246;320.57;737.75;320.57;673.99;384.33;495.98;344.57;217.77;2;0
005b8051-a4f9-46ad-8de0-09279ba6fad5;ALP vs NRG -3-2020-08-23.20.25;Utopia Coliseum (Dusk);2020-08-23 20:25:32;loss;ALPINE ESPORTS;NRG;801;2;1;2;9;6;3;22.22;1254;155.32;7288;4944;2344;58;208;1522;747;775;8;70;123.57;116.93;1279;1026;91;1530791;467.96;427.17;160.35;626.16;371.82;57.48;22.29;251;301.87;753.6;301.87;662.4;393.07;459.63;384.17;211.66;1;1
005b8051-a4f9-46ad-8de0-09279ba6fad5;ALP vs NRG -3-2020-08-23.20.25;Utopia Coliseum (Dusk);2020-08-23 20:25:32;win;NRG;ALPINE ESPORTS;1075;3;2;5;6;9;2;50;1239;147.39;7011;4897;2114;63;180;779;440;339;5;32;87.79;123.07;812;1457;68;1565137;453.64;414.28;187.49;603.98;398.7;52.73;25.13;272;236.18;819.23;236.18;755.94;299.46;566.32;337.09;151.99;1;1
b8972e51-a920-47db-96d8-e466eccfdecf;PPS vs G2 -1-2020-08-23.21.41;DFH Stadium;2020-08-23 21:41:27;loss;THE PEEPS;G2 ESPORTS;1342;2;2;6;4;11;3;50;1262;142.87;9033;6355;2678;75;224;1796;1234;562;14;51;176.58;108.3;1348;1149;83;1925291;600.92;556.18;173.78;782.51;460.01;88.37;31.16;315;410.15;920.73;410.15;938.71;392.17;718.96;383.24;228.7;2;7
b8972e51-a920-47db-96d8-e466eccfdecf;PPS vs G2 -1-2020-08-23.21.41;DFH Stadium;2020-08-23 21:41:27;win;G2 ESPORTS;THE PEEPS;1346;3;3;2;11;4;2;27.27;1306;140.9;9807;6884;2923;82;261;2704;1721;983;20;87;208.14;131.73;1510;1157;249;2025765;561.67;569.12;214.64;766.29;504.69;74.46;39.8;366;343.82;1001.63;343.82;784.28;561.16;567.63;417.29;360.52;7;2
9eac19e7-0f99-4291-a6d5-12e2e307109e;PPS vs SSG -6-2020-08-24.00.35;Wasteland (Standard, Night);2020-08-24 00:35:03;win;THE PEEPS;SPACESTATION;1624;3;2;9;11;14;2;27.27;1166;128.78;8191;5610;2581;62;215;1674;797;877;9;72;232.44;74.73;1212;603;101;1759008;647.04;470.66;154.03;754.11;471.45;46.17;34.21;309;348.05;923.68;348.05;862.02;409.71;679.78;360.01;231.95;4;7
9eac19e7-0f99-4291-a6d5-12e2e307109e;PPS vs SSG -6-2020-08-24.00.35;Wasteland (Standard, Night);2020-08-24 00:35:03;loss;SPACESTATION;THE PEEPS;1122;2;2;3;14;11;3;14.29;1238;160.47;8759;6406;2353;85;210;1911;1232;679;16;62;108.16;159.75;1371;2064;383;1821744;618.37;480.65;183.59;798.81;424.43;59.39;30.82;249;329.71;952.91;329.71;792.35;490.27;572.23;421.14;289.24;7;4
7d330187-1aac-48f2-a4fa-b1fafecffc6c;NRG vs SSG -5-2020-08-24.01.31;Mannfield (Night);2020-08-24 01:31:53;loss;NRG;SPACESTATION;857;2;1;2;11;7;3;18.18;1228;157.2;7618;5433;2185;67;189;1520;842;678;10;59;109.1;123.14;943;1348;187;1648739;446.96;461.16;188.29;620.07;420.19;56.14;23.73;270;304.91;791.5;304.91;677.21;419.21;482.12;381.25;233.04;6;1
7d330187-1aac-48f2-a4fa-b1fafecffc6c;NRG vs SSG -5-2020-08-24.01.31;Mannfield (Night);2020-08-24 01:31:53;win;SPACESTATION;NRG;1456;3;2;8;7;11;2;42.86;1158;147.11;6887;5090;1797;62;151;1461;1031;430;13;37;140.34;145.18;891;1157;270;1491167;541.77;399.96;136.55;623.45;413.29;41.53;26.34;229;258.06;820.21;258.06;777.93;300.34;595.69;322.86;159.72;1;6
