team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
TEAM ENVY;Turbopolsa;11;9;81.82;3977;361.55;10;0.91;3;0.27;16;1.45;34;3.09;70;6.36;14;1.27;3;0.27;29.41;368.39;51.82;23643;2149.36;15742;1431.09;7901;718.27;197;17.91;712;64.73;6197;563.36;3644;331.27;2553;232.09;44;4;234;21.27;342.78;31.16;426.97;38.82;2092;190.18;4215;383.18;818;74.36;1506.63;5491516;499228.72;1811.48;164.68;1563.95;142.18;442.55;40.23;2249.32;204.48;1325.22;120.47;243.46;22.13;81.45;7.4;0.13;653;59.36;1220.5;110.95;1309.7;119.06;1049.16;95.38;2768.84;251.71;2326.02;211.46;1491.91;135.63;1660.23;150.93;1261.9;114.72;895.82;81.44;19;1.73;8;0.73
72PC;Tynottyler;14;4;28.57;4349;310.64;6;0.43;2;0.14;23;1.64;35;2.5;118;8.43;32;2.29;9;0.64;17.14;411.3;47.37;33898;2421.29;24969;1783.5;8929;637.79;289;20.64;781;55.79;6836;488.29;4513;322.36;2323;165.93;51;3.64;201;14.36;664.67;47.48;306.99;21.93;3878;277;4033;288.07;575;41.07;1522.21;7096409;506886.34;2256.95;161.21;1931.1;137.94;694.79;49.63;2749.88;196.42;1907.5;136.25;225.48;16.11;118.85;8.49;0.1;1167;83.36;1853.5;132.39;1362.5;97.32;1314.59;93.9;3568.29;254.88;3278.42;234.17;1604.45;114.6;2459.09;175.65;1545;110.36;878.79;62.77;12;0.86;17;1.21
72PC;Wonder;14;4;28.57;4576;326.86;6;0.43;4;0.29;26;1.86;35;2.5;118;8.43;32;2.29;13;0.93;17.14;375.67;48.61;29957;2139.79;18626;1330.43;11331;809.36;217;15.5;963;68.79;7819;558.5;4246;303.29;3573;255.21;46;3.29;289;20.64;564.86;40.35;512.52;36.61;2417;172.64;3034;216.71;441;31.5;1527.61;7137436;509816.84;2224.46;158.89;2069.28;147.81;604.5;43.18;2539.15;181.37;2005.5;143.25;353.56;25.25;127.17;9.08;0.1;1278;91.29;1328.3;94.88;1811.1;129.36;1664.79;118.91;3233.45;230.96;2983.07;213.08;1915.13;136.79;2069.22;147.8;1724.68;123.19;1104.33;78.88;7;0.5;11;0.79
TEAM FRONTLINE;beastaboniam;21;8;38.10;5967;284.14;7;0.33;8;0.38;30;1.43;37;1.76;165;7.86;40;1.9;18;0.86;18.92;390.84;46.7;46959;2236.14;32701;1557.19;14258;678.95;379;18.05;1214;57.81;9273;441.57;5660;269.52;3613;172.05;65;3.1;296;14.1;1012.71;48.22;546.27;26.01;4180;199.05;5192;247.24;807;38.43;1442.93;10035898;477899.91;3777.87;179.9;2693.09;128.24;815.72;38.84;4160.4;198.11;2696.23;128.39;430.1;20.48;174.87;8.33;0.09;1905;90.71;2780.2;132.39;2102.1;100.1;1793.04;85.38;5493.62;261.6;5105.65;243.13;2181.05;103.86;3737.68;177.98;2303.88;109.71;1245.13;59.29;23;1.1;26;1.24
TEAM FRONTLINE;delta;21;8;38.10;6087;289.86;8;0.38;7;0.33;29;1.38;45;2.14;165;7.86;40;1.9;10;0.48;17.78;392.08;49.29;47179;2246.62;30185;1437.38;16994;809.24;352;16.76;1476;70.29;10777;513.19;6237;297;4540;216.19;72;3.43;400;19.05;821.98;39.14;525.85;25.04;4665;222.14;5344;254.48;1010;48.1;1467.79;10237335;487492.16;3759.81;179.04;2775.55;132.17;770.86;36.71;4289.25;204.25;2529.98;120.48;486.98;23.19;216.96;10.33;0.09;2288;108.95;2234.2;106.39;2499.9;119.04;2009.88;95.71;5296.38;252.21;4772.09;227.24;2534.16;120.67;3397.02;161.76;2546.57;121.27;1362.67;64.89;10;0.48;19;0.9
VERSION1;gimmick;17;7;41.18;5772;339.53;10;0.59;12;0.71;16;0.94;47;2.76;125;7.35;44;2.59;9;0.53;21.28;444.48;48.66;47319;2783.47;34052;2003.06;13267;780.41;416;24.47;1159;68.18;13654;803.18;9053;532.53;4601;270.65;108;6.35;396;23.29;804.26;47.31;624.59;36.74;6732;396;7886;463.88;1778;104.59;1605.85;9498469;558733.5;2566.43;150.97;2487.23;146.31;1221.76;71.87;3371.07;198.3;2552.71;150.16;351.6;20.68;164.4;9.67;0.12;1380;81.18;1778.7;104.63;2348.7;138.16;2009.45;118.2;4265.98;250.94;3783.41;222.55;2492.01;146.59;2750.87;161.82;1969.8;115.87;1554.74;91.46;24;1.41;19;1.12
ALPINE ESPORTS;jordan;20;12;60.00;7059;352.95;6;0.3;12;0.6;36;1.8;65;3.25;158;7.9;32;1.6;10;0.5;9.23;352.88;54.33;44838;2241.9;29115;1455.75;15723;786.15;362;18.1;1370;68.5;9396;469.8;5123;256.15;4273;213.65;67;3.35;382;19.1;717.24;35.86;1066.62;53.33;5051;252.55;7636;381.8;1596;79.8;1483.05;10677776;533888.81;3727.25;186.36;2831.31;141.57;1009.16;50.46;4208.85;210.44;2911.34;145.57;447.5;22.38;174.14;8.71;0.09;2088;104.4;2589.1;129.46;2484;124.2;2113.78;105.69;5453.92;272.7;4862.15;243.11;2705.55;135.28;3554.09;177.7;2527.86;126.39;1485.75;74.29;11;0.55;19;0.95
SONIQS;jruss;20;10;50.00;7539;376.95;16;0.8;11;0.55;28;1.4;53;2.65;152;7.6;44;2.2;16;0.8;30.19;360.61;51.59;45598;2279.9;28173;1408.65;17425;871.25;343;17.15;1531;76.55;11764;588.2;6498;324.9;5266;263.3;76;3.8;457;22.85;455.31;22.77;736.94;36.85;4401;220.05;6482;324.1;1210;60.5;1509.64;10632774;531638.69;3529.65;176.48;3063.46;153.17;859.68;42.98;4010.58;200.53;2973.56;148.68;468.65;23.43;162.47;8.12;0.09;1838;91.9;2430.6;121.53;2465.1;123.26;2244.6;112.23;5208.18;260.41;4695.9;234.8;2756.83;137.84;3319.04;165.95;2533.68;126.68;1600.07;80;27;1.35;20;1
NRG;jstn.;12;9;75.00;5283;440.25;10;0.83;11;0.92;20;1.67;38;3.17;82;6.83;14;1.17;4;0.33;26.32;420.9;48.58;28435;2369.58;20806;1733.83;7629;635.75;245;20.42;668;55.67;6056;504.67;3405;283.75;2651;220.92;40;3.33;232;19.33;415.42;34.62;580.45;48.37;3635;302.92;3821;318.42;636;53;1546.98;6006240;500520;1799.26;149.94;1616.43;134.7;675.47;56.29;2212.51;184.38;1585.06;132.09;293.56;24.46;91.88;7.66;0.08;1159;96.58;1192.3;99.36;1460.2;121.68;1125.31;93.78;2965.82;247.15;2476.27;206.36;1614.88;134.57;1859.96;155;1207.06;100.59;1024.09;85.34;10;0.83;15;1.25
KNIGHTS;kinseh;21;12;57.14;7282;346.76;12;0.57;8;0.38;36;1.71;47;2.24;170;8.1;39;1.86;18;0.86;25.53;360.47;51.43;45565;2169.76;29770;1417.62;15795;752.14;386;18.38;1375;65.48;9382;446.76;5260;250.48;4122;196.29;66;3.14;360;17.14;648.82;30.9;1196.41;56.97;7171;341.48;8936;425.52;1326;63.14;1465.1;10574998;503571.34;3990.07;190;2521.94;120.09;1103.72;52.56;4550.33;216.68;2584.99;123.09;480.44;22.88;96.27;4.58;0.11;850;40.48;2601.2;123.87;2434.9;115.95;1811.82;86.28;5803.88;276.38;5241.5;249.6;2374.18;113.06;3916.99;186.52;2419.74;115.23;1278.99;60.9;14;0.67;19;0.9
ALPINE ESPORTS;majicbear;20;12;60.00;8516;425.8;23;1.15;10;0.5;29;1.45;68;3.4;158;7.9;32;1.6;13;0.65;33.82;415.96;51.04;52321;2616.05;34594;1729.7;17727;886.35;421;21.05;1594;79.7;10434;521.7;5443;272.15;4991;249.55;61;3.05;438;21.9;940.61;47.03;905.51;45.28;8506;425.3;7842;392.1;732;36.6;1562.36;11250460;562523;3347.67;167.38;2985.92;149.3;1232.16;61.61;4325.93;216.3;2697.97;134.9;541.83;27.09;135.16;6.76;0.11;1236;61.8;2506.4;125.32;2507;125.35;2200.41;110.02;5365.35;268.27;4989.52;249.48;2576.24;128.81;3529.25;176.46;2583.97;129.2;1452.5;72.63;25;1.25;19;0.95
TEAM ENVY;mist;11;9;81.82;4256;386.91;9;0.82;4;0.36;17;1.55;36;3.27;70;6.36;14;1.27;4;0.36;25;423.73;52.68;26984;2453.09;20719;1883.55;6265;569.55;268;24.36;527;47.91;7053;641.18;5261;478.27;1792;162.91;62;5.64;156;14.18;453.2;41.2;443.53;40.32;3586;326;5985;544.09;1006;91.45;1596.1;5799295;527208.62;1560.33;141.85;1586.33;144.21;665.31;60.48;2041.8;185.62;1542.05;140.19;228.13;20.74;97.15;8.83;0.14;674;61.27;1416.8;128.8;1169.3;106.3;857.68;77.97;2954.29;268.57;2382;216.55;1429.97;130;1696.77;154.25;1307.2;118.84;808;73.45;7;0.64;11;1
ALPINE ESPORTS;percy.;20;12;60.00;8724;436.2;18;0.9;12;0.6;39;1.95;47;2.35;158;7.9;32;1.6;9;0.45;38.3;472.32;50.24;58048;2902.4;41538;2076.9;16510;825.5;495;24.75;1380;69;12875;643.75;8429;421.45;4446;222.3;95;4.75;377;18.85;890.7;44.54;612;30.6;11514;575.7;7775;388.75;1069;53.45;1634.78;11710394;585519.69;2804.01;140.2;3303.39;165.17;1420.97;71.05;4431.02;221.55;2607.18;130.36;490.17;24.51;188.84;9.44;0.11;1788;89.4;2434.7;121.74;2430.6;121.53;2150.52;107.53;5377.84;268.89;4877.66;243.88;2650.69;132.53;3582.4;179.12;2368.2;118.41;1577.78;78.89;12;0.6;32;1.6
KNIGHTS;radoko.;21;12;57.14;8226;391.71;18;0.86;11;0.52;36;1.71;50;2.38;170;8.1;39;1.86;15;0.71;36;391.51;52.23;48901;2328.62;33847;1611.76;15054;716.86;425;20.24;1347;64.14;10018;477.05;6158;293.24;3860;183.81;75;3.57;350;16.67;772.38;36.78;1028.06;48.96;6177;294.14;8563;407.76;1371;65.29;1502.16;10837357;516064.62;3691.44;175.78;2905.45;138.35;1023.98;48.76;4336.59;206.5;2845.94;135.52;438.35;20.87;180.72;8.61;0.11;1584;75.43;2611.6;124.36;2509.5;119.5;1945.57;92.65;5675.32;270.25;5281.12;251.48;2339.76;111.42;3942.63;187.74;2399.66;114.27;1278.59;60.89;16;0.76;16;0.76
KC PIONEERS;rapid;17;7;41.18;5930;348.82;8;0.47;14;0.82;22;1.29;43;2.53;142;8.35;41;2.41;15;0.88;18.6;395.83;48.48;40464;2380.24;30643;1802.53;9821;577.71;377;22.18;846;49.76;11338;666.94;7480;440;3858;226.94;88;5.18;330;19.41;710.26;41.78;688.98;40.53;5253;309;7081;416.53;1272;74.82;1523.86;8787061;516885.94;2867.97;168.7;2482.83;146.05;747.84;43.99;3640.38;214.14;1970.35;115.9;487.94;28.7;121.13;7.13;0.11;1099;64.65;1472.2;86.6;2530.1;148.83;2160.17;127.07;3938.48;231.68;3476.14;204.48;2622.51;154.27;2431.77;143.05;2006.59;118.03;1660.29;97.66;22;1.29;14;0.82
VERSION1;torment;17;7;41.18;7154;420.82;18;1.06;8;0.47;28;1.65;44;2.59;125;7.35;44;2.59;15;0.88;40.91;394.55;48.38;41539;2443.47;28434;1672.59;13105;770.88;355;20.88;1131;66.53;7648;449.88;4218;248.12;3430;201.76;52;3.06;305;17.94;672.19;39.54;618.92;36.41;3621;213;6958;409.29;1018;59.88;1495.27;8871312;521841.88;2985.74;175.63;2612.58;153.68;700.69;41.22;3275.12;192.65;2675.71;157.39;348.16;20.48;89.94;5.29;0.09;1054;62;2317.2;136.31;1823.5;107.26;1624.98;95.59;4674.03;274.94;4093.26;240.78;2205.73;129.75;3035.25;178.54;2043.25;120.19;1220.53;71.8;10;0.59;12;0.71
