team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
KNIGHTS;.ZPS;21;10;47.62;7562;360.1;20;0.95;10;0.48;27;1.29;58;2.76;152;7.24;45;2.14;16;0.76;34.48;388.76;51.27;47423;2258.24;30609;1457.57;16814;800.67;372;17.71;1503;71.57;10282;489.62;5096;242.67;5186;246.95;63;3;433;20.62;596.1;28.39;897.23;42.73;6560;312.38;7172;341.52;1333;63.48;1548.01;10796598;514123.72;3455.06;164.53;2720.5;129.55;1207.12;57.48;4446.93;211.76;2525.7;120.27;410.1;19.53;209.17;9.96;0.1;2079;99;2370.4;112.88;2211.6;105.31;1924.6;91.65;5458.12;259.91;4826.32;229.82;2556.4;121.73;3537.3;168.44;2473.24;117.77;1372.15;65.34;16;0.76;21;1
TEAM METEOR;.saucy;1;0;0.00;323;323;0;0;0;0;4;4;0;0;17;17;2;2;0;0;0;397;41.33;2517;2517;1544;1544;973;973;16;16;87;87;559;559;400;400;159;159;4;4;14;14;69.7;69.7;17.13;17.13;379;379;76;76;0;0;1496;520927;520927;182.76;182.76;131.23;131.23;49.65;49.65;238.71;238.71;105.62;105.62;19.32;19.32;7.93;7.93;0.11;73;73;137.6;137.6;99.5;99.5;107.08;107.08;256.56;256.56;277.93;277.93;85.71;85.71;221.71;221.71;95.8;95.8;46.13;46.13;1;1;1;1
THE PEEPS;AYYJAYY;10;9;90.00;3124;312.4;5;0.5;7;0.7;9;0.9;29;2.9;59;5.9;10;1;3;0.3;17.24;424.58;50.5;24164;2416.4;17718;1771.8;6446;644.6;229;22.9;496;49.6;5718;571.8;3958;395.8;1760;176;48;4.8;136;13.6;462.08;46.21;413.52;41.35;2702;270.2;4917;491.7;691;69.1;1543.09;5017040;501704;1508.31;150.83;1395.54;139.55;505.53;50.55;1912.93;191.29;1245.82;124.58;250.62;25.06;93.74;9.37;0.11;816;81.6;1163.1;116.31;1142.2;114.22;865.06;86.51;2544.33;254.43;2117.63;211.76;1291.76;129.18;1547.41;154.74;1114.59;111.46;747.36;74.74;8;0.8;14;1.4
1ST;Admin-Fridgy;1;0;0.00;0;0;0;0;0;0;0;0;0;0;12;12;2;2;0;0;0;0;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.29;2.29;0;0;0;0;2.29;2.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.29;2.29;2.29;2.29;0;0;2.29;2.29;0;0;0;0;0;0;0;0
THE 1ST GRADERS;Adverse;21;11;52.38;7748;368.95;12;0.57;11;0.52;34;1.62;66;3.14;218;10.38;49;2.33;17;0.81;18.18;378.66;42.14;49578;2360.86;34090;1623.33;15488;737.52;380;18.1;1315;62.62;13331;634.81;8611;410.05;4720;224.76;99;4.71;386;18.38;1320.47;62.88;695.55;33.12;6703;319.19;3748;178.48;1228;58.48;1557.13;12013395;572066.44;3506.94;167;3504.21;166.87;1111.92;52.95;4508;214.67;3109.66;148.08;505.43;24.07;233.99;11.14;0.1;2310;110;2419.2;115.2;2966.4;141.26;2598.39;123.73;5524.73;263.08;5103.53;243.03;3019.56;143.79;3645.78;173.61;2781.69;132.46;1695.61;80.74;13;0.62;25;1.19
CONTINUUM;Aeon;23;13;56.52;8986;390.7;21;0.91;6;0.26;40;1.74;68;2.96;198;8.61;35;1.52;12;0.52;30.88;386.28;50.13;53409;2322.13;35148;1528.17;18261;793.96;469;20.39;1643;71.43;13604;591.48;7474;324.96;6130;266.52;98;4.26;546;23.74;773.5;33.63;1047.58;45.55;7231;314.39;12203;530.57;2369;103;1579.8;12220993;531347.5;3428.8;149.08;3482.65;151.42;1201.66;52.25;5129.67;223.03;2573.22;111.88;410.23;17.84;156.34;6.8;0.12;1298;56.43;2523.7;109.73;2719.1;118.22;2344.45;101.93;5768.64;250.81;5190.19;225.66;2922.91;127.08;3704.96;161.09;2824.67;122.81;1583.5;68.85;25;1.09;29;1.26
NEFARIOUS;Ahduhm;22;10;45.45;7997;363.5;8;0.36;12;0.55;46;2.09;43;1.95;178;8.09;40;1.82;15;0.68;18.6;432.97;44.66;56368;2562.18;39634;1801.55;16734;760.64;466;21.18;1432;65.09;11027;501.23;6785;308.41;4242;192.82;76;3.45;369;16.77;1440.35;65.47;789.64;35.89;8816;400.73;6767;307.59;745;33.86;1532.32;11451977;520544.41;3634.86;165.22;3024.11;137.46;1191.17;54.14;4215.82;191.63;3060.16;139.1;574.17;26.1;218.02;9.91;0.13;1666;75.73;3017.3;137.15;2202.1;100.1;1923.44;87.43;5926.68;269.39;5226.91;237.59;2623.24;119.24;3868.87;175.86;2541.9;115.54;1439.34;65.42;19;0.86;20;0.91
THE PEEPS;Allushin;10;9;90.00;3652;365.2;8;0.8;7;0.7;12;1.2;33;3.3;59;5.9;10;1;1;0.1;24.24;440.39;46.53;24824;2482.4;16652;1665.2;8172;817.2;195;19.5;699;69.9;6076;607.6;3331;333.1;2745;274.5;38;3.8;232;23.2;455.46;45.55;251.19;25.12;3662;366.2;2678;267.8;496;49.6;1579.31;5154514;515451.41;1425.91;142.59;1471.84;147.18;524.98;52.5;1993.58;199.36;1212.86;121.29;216.29;21.63;86.77;8.68;0.1;893;89.3;1038.3;103.83;1116.2;111.62;917.32;91.73;2505.41;250.54;2090.61;209.06;1332.15;133.21;1469.5;146.95;1207.19;120.72;746.03;74.6;12;1.2;10;1
XSET;AlphaKep;14;5;35.71;4388;313.43;6;0.43;9;0.64;18;1.29;24;1.71;112;8;31;2.21;7;0.5;25;423.44;50.77;35321;2522.93;24849;1774.93;10472;748;295;21.07;913;65.21;8156;582.57;5127;366.21;3029;216.36;59;4.21;276;19.71;601.52;42.97;550.53;39.32;6116;436.86;4902;350.14;848;60.57;1565.96;7435369;531097.81;2119.99;151.43;2100.88;150.06;794.19;56.73;2952.27;210.88;1794.43;128.17;268.36;19.17;116.32;8.31;0.1;1184;84.57;1675.6;119.69;1621.8;115.84;1506.14;107.58;3508.94;250.64;3152.06;225.15;1863.03;133.07;2269.89;162.14;1707.59;121.97;1037.6;74.11;23;1.64;14;1
TEAM FRONTLINE;Andy;18;12;66.67;6878;382.11;9;0.5;11;0.61;31;1.72;53;2.94;126;7;20;1.11;7;0.39;16.98;410.83;53.44;42827;2379.28;30439;1691.06;12388;688.22;376;20.89;1130;62.78;10202;566.78;6410;356.11;3792;210.67;76;4.22;346;19.22;548.37;30.47;499.86;27.77;4763;264.61;7340;407.78;1245;69.17;1583.69;9427311;523739.5;2551.51;141.75;2713.36;150.74;951.34;52.85;3295.48;183.08;2561.81;142.32;358.94;19.94;113.51;6.31;0.09;1241;68.94;1946.3;108.13;2139.2;118.84;1697.31;94.3;4518.92;251.05;3846.17;213.68;2370.07;131.67;2804.35;155.8;1975.64;109.76;1436.22;79.79;14;0.78;18;1
HC ESPORTS;Aris;12;3;25.00;4525;377.08;5;0.42;2;0.17;24;2;24;2;116;9.67;26;2.17;9;0.75;20.83;403.64;50.93;30251;2520.92;20357;1696.42;9894;824.5;258;21.5;868;72.33;6781;565.08;3924;327;2857;238.08;48;4;251;20.92;362.46;30.2;692.22;57.68;4910;409.17;5740;478.33;802;66.83;1526.19;6433507;536125.56;2051.33;170.94;1668;139;673.98;56.16;2557.62;213.14;1542.09;128.51;293.6;24.47;90.59;7.55;0.1;868;72.33;1507.9;125.66;1460;121.67;1357.2;113.1;3036.08;253.01;2895.5;241.29;1497.82;124.82;2221.79;185.15;1263.24;105.27;908.27;75.69;14;1.17;16;1.33
SPACESTATION;Arsenal;13;9;69.23;5214;401.08;10;0.77;9;0.69;23;1.77;31;2.38;99;7.62;24;1.85;13;1;32.26;430.58;53;38032;2925.54;27820;2140;10212;785.54;342;26.31;913;70.23;8705;669.62;5455;419.62;3250;250;67;5.15;280;21.54;564.79;43.45;802.18;61.71;6876;528.92;6791;522.38;1247;95.92;1528.91;7719228;593786.75;2458.28;189.1;2019.77;155.37;821.06;63.16;3046.95;234.38;1926.2;148.17;325.99;25.08;134.37;10.34;0.11;1196;92;1646.8;126.68;1812.6;139.43;1539.37;118.41;3759.76;289.21;3294.53;253.43;2004.58;154.2;2359.76;181.52;1760.56;135.43;1178.8;90.68;15;1.15;12;0.92
CONTINUUM;Astroh;23;13;56.52;8596;373.74;10;0.43;10;0.43;54;2.35;44;1.91;198;8.61;35;1.52;12;0.52;22.73;377.66;45.62;50889;2212.57;39325;1709.78;11564;502.78;473;20.57;966;42;9700;421.74;6132;266.61;3568;155.13;73;3.17;283;12.3;1200.75;52.21;961.65;41.81;9357;406.83;7719;335.61;1164;50.61;1477.85;11492381;499668.75;4084.52;177.59;2948.41;128.19;1123.8;48.86;4615.27;200.66;3018.92;131.26;522.51;22.72;72.61;3.16;0.14;511;22.22;2871;124.83;2488.7;108.2;2290.76;99.6;5866;255.04;5280.91;229.6;2875.79;125.03;3910.97;170.04;2614.83;113.69;1630.9;70.91;24;1.04;14;0.61
TEAM ENVY;Atomic;12;9;75.00;4554;379.5;8;0.67;15;1.25;15;1.25;25;2.08;77;6.42;16;1.33;6;0.5;32;390.3;50.89;27479;2289.92;18766;1563.83;8713;726.08;232;19.33;745;62.08;6103;508.58;3642;303.5;2461;205.08;45;3.75;205;17.08;498.65;41.55;390.36;32.53;4212;351;4728;394;908;75.67;1555.95;6186145;515512.09;1908.27;159.02;1638.24;136.52;654.98;54.58;2223.93;185.33;1702.76;141.9;274.8;22.9;98.46;8.2;0.12;804;67;1261;105.08;1278;106.5;961.27;80.11;3240.19;270.02;2770.6;230.88;1430.89;119.24;1981.38;165.11;1448.9;120.74;771.21;64.27;7;0.58;2;0.17
VERSION1;AxB;16;10;62.50;5234;327.12;11;0.69;5;0.31;14;0.88;46;2.88;98;6.12;29;1.81;10;0.62;23.91;368.39;55.79;36753;2297.06;25286;1580.38;11467;716.69;336;21;1048;65.5;7360;460;3834;239.62;3526;220.38;53;3.31;317;19.81;387.68;24.23;470.71;29.42;3141;196.31;8287;517.94;1528;95.5;1460.75;8167469;510466.81;2978.53;186.16;2257.82;141.11;634.52;39.66;3470.11;216.88;2038.55;127.41;362.21;22.64;110.16;6.89;0.11;1005;62.81;1995.4;124.71;1735.5;108.47;1515;94.69;4355.85;272.24;3697.69;231.11;2173.17;135.82;2653.08;165.82;2014.06;125.88;1203.72;75.23;17;1.06;16;1
FFF;Bacon;14;3;21.43;4513;322.36;3;0.21;5;0.36;28;2;20;1.43;157;11.21;40;2.86;15;1.07;15;404.2;42.37;32451;2317.93;21757;1554.07;10694;763.86;247;17.64;899;64.21;7832;559.43;4504;321.71;3328;237.71;49;3.5;288;20.57;811.38;57.96;321.39;22.96;3597;256.93;2804;200.29;423;30.21;1510.67;7218529;515609.22;2340.58;167.18;2024.77;144.63;685.57;48.97;2548.22;182.02;2166.17;154.73;336.57;24.04;93.28;6.66;0.13;713;50.93;1439.5;102.82;1877.8;134.13;1714.49;122.46;3336.44;238.32;3248.65;232.05;1802.29;128.74;2443.29;174.52;1516.97;108.35;1090.71;77.91;12;0.86;18;1.29
ZOOKEEPERS;Bambii :);15;4;26.67;5855;390.33;11;0.73;13;0.87;21;1.4;31;2.07;131;8.73;44;2.93;19;1.27;35.48;372.68;51.62;38565;2571;24834;1655.6;13731;915.4;309;20.6;1228;81.87;7134;475.6;3551;236.73;3583;238.87;44;2.93;323;21.53;693.47;46.23;530.1;35.34;4683;312.2;6153;410.2;913;60.87;1481.48;8666239;577749.25;3090.61;206.04;2322.24;154.82;789.62;52.64;3611.26;240.75;2206.17;147.08;385.06;25.67;109.51;7.3;0.11;1014;67.6;1910.6;127.37;2028;135.2;1707.42;113.83;4495.11;299.67;4074.99;271.67;2127.45;141.83;2919.34;194.62;2150.73;143.38;1132.42;75.49;14;0.93;15;1
KC PIONEERS;BeastMode;20;13;65.00;7532;376.6;15;0.75;12;0.6;27;1.35;67;3.35;120;6;29;1.45;7;0.35;22.39;408.73;46.46;47738;2386.9;31699;1584.95;16039;801.95;373;18.65;1379;68.95;11354;567.7;6451;322.55;4903;245.15;78;3.9;415;20.75;1028.25;51.41;514.08;25.7;6703;335.15;5376;268.8;1288;64.4;1551.28;10337659;516882.94;3085.46;154.27;2894.96;144.75;1043.78;52.19;4104.43;205.22;2419.33;120.97;500.37;25.02;141.33;7.07;0.11;1240;62;2855.2;142.76;1861.6;93.08;1571.36;78.57;5452.82;272.64;4501.43;225.07;2522.73;126.14;3209.88;160.49;2398.63;119.93;1415.68;70.78;11;0.55;26;1.3
NEFARIOUS;Buddy;22;10;45.45;6938;315.36;9;0.41;8;0.36;32;1.45;56;2.55;178;8.09;40;1.82;14;0.64;16.07;396.76;48.64;51784;2353.82;34288;1558.55;17496;795.27;427;19.41;1491;67.77;11128;505.82;6599;299.95;4529;205.86;81;3.68;378;17.18;794.04;36.09;819.07;37.23;7407;336.68;8612;391.45;1523;69.23;1527.45;11406747;518488.5;3614.38;164.29;3165.6;143.89;1073.02;48.77;4582.57;208.3;2721.61;123.71;548.84;24.95;200.3;9.1;0.1;2019;91.77;2726;123.91;2338.6;106.3;2034.37;92.47;5818.63;264.48;5223.73;237.44;2629.25;119.51;3726.82;169.4;2657.13;120.78;1469.05;66.77;15;0.68;19;0.86
G2 ESPORTS;Chicago;11;9;81.82;4826;438.73;12;1.09;11;1;14;1.27;45;4.09;67;6.09;15;1.36;3;0.27;26.67;467.11;48.63;29437;2676.09;21028;1911.64;8409;764.45;252;22.91;727;66.09;8710;791.82;5475;497.73;3235;294.09;63;5.73;287;26.09;534.15;48.56;398.21;36.2;4629;420.82;4115;374.09;900;81.82;1657.64;5994510;544955.44;1377.79;125.25;1666.51;151.5;790.42;71.86;2111.45;191.95;1489.5;135.41;233.74;21.25;76.52;6.96;0.09;837;76.09;1050.3;95.48;1393.4;126.67;1117;101.55;2717.71;247.06;2134.91;194.08;1699.68;154.52;1499.66;136.33;1282.96;116.63;1052.11;95.65;11;1;14;1.27
ADEPT;"Comm""!";13;4;30.77;4634;356.46;7;0.54;10;0.77;18;1.38;33;2.54;112;8.62;35;2.69;11;0.85;21.21;421.4;49.43;30644;2357.23;20801;1600.08;9843;757.15;249;19.15;875;67.31;7158;550.62;4378;336.77;2780;213.85;49;3.77;250;19.23;457.73;35.21;304.62;23.43;6064;466.46;4211;323.92;528;40.62;1536.03;6461728;497056;2026.36;155.87;1780.73;136.98;658.01;50.62;2603.76;200.29;1574.76;121.14;286.58;22.04;95.15;7.32;0.11;848;65.23;1453;111.77;1539.6;118.43;1436.03;110.46;3029.07;233.01;2929.77;225.37;1535.32;118.1;2093.9;161.07;1512.01;116.31;859.17;66.09;21;1.62;13;1
MAMBA MODE;Comp;13;4;30.77;5265;405;7;0.54;4;0.31;26;2;43;3.31;122;9.38;33;2.54;14;1.08;16.28;407.42;51.23;31519;2424.54;22367;1720.54;9152;704;283;21.77;782;60.15;6746;518.92;3972;305.54;2774;213.38;50;3.85;234;18;471.75;36.29;484.04;37.23;6021;463.15;6073;467.15;1006;77.38;1602.46;7060755;543135;1884.66;144.97;1969.32;151.49;793.78;61.06;2567.04;197.46;1789.86;137.68;290.91;22.38;68.83;5.29;0.12;578;44.46;1663.6;127.97;1493.8;114.91;1290;99.23;3357.81;258.29;3167.57;243.66;1480.21;113.86;2470.47;190.04;1298.54;99.89;878.76;67.6;12;0.92;13;1
CLT;Dappur;15;10;66.67;5178;345.2;12;0.8;9;0.6;19;1.27;37;2.47;95;6.33;21;1.4;11;0.73;32.43;412.43;51.62;35799;2386.6;23373;1558.2;12426;828.4;287;19.13;1104;73.6;8205;547;4716;314.4;3489;232.6;58;3.87;315;21;519.58;34.64;312.03;20.8;6347;423.13;5153;343.53;1076;71.73;1617.7;8142045;542803;2139.29;142.62;2230.71;148.71;933.93;62.26;3067.56;204.5;1963.39;130.89;273.01;18.2;151.6;10.11;0.11;1414;94.27;1658.1;110.54;1681.1;112.07;1426.77;95.12;3877.17;258.48;3391.12;226.07;1912.84;127.52;2449.68;163.31;1762.71;117.51;1091.54;72.77;8;0.53;11;0.73
MAMBA MODE;Dark;13;4;30.77;4050;311.54;7;0.54;5;0.38;18;1.38;33;2.54;122;9.38;33;2.54;9;0.69;21.21;377.65;46.8;28718;2209.08;19258;1481.38;9460;727.69;237;18.23;830;63.85;5797;445.92;3300;253.85;2497;192.08;40;3.08;228;17.54;462.46;35.57;358.29;27.56;2634;202.62;4445;341.92;707;54.38;1498.15;6590117;506932.06;2258.08;173.7;1839.95;141.53;543.58;41.81;2575.3;198.1;1816.61;139.74;249.73;19.21;104.21;8.02;0.1;1029;79.15;1432.7;110.21;1545.2;118.86;1384.17;106.47;3257.45;250.57;3142.55;241.73;1499.1;115.32;2291.06;176.24;1497.2;115.17;853.38;65.64;4;0.31;16;1.23
CRIMSON WINGS;Demo;17;6;35.29;6433;378.41;12;0.71;5;0.29;31;1.82;43;2.53;131;7.71;35;2.06;11;0.65;27.91;404.07;45.44;40227;2366.29;27521;1618.88;12706;747.41;332;19.53;1115;65.59;8601;505.94;5183;304.88;3418;201.06;60;3.53;302;17.76;782.44;46.03;433.86;25.52;6125;360.29;5473;321.94;834;49.06;1511.79;8754574;514974.94;2844.03;167.3;2371.8;139.52;849.62;49.98;3422.96;201.35;2306.36;135.67;336.16;19.77;185.88;10.93;0.09;2194;129.06;2020.2;118.84;1871.8;110.11;1563.06;91.94;4502.35;264.84;4050.01;238.24;2015.43;118.55;2935.89;172.7;2057.72;121.04;1071.82;63.05;16;0.94;17;1
HC ESPORTS;FTMHere;12;3;25.00;4033;336.08;4;0.33;5;0.42;19;1.58;23;1.92;116;9.67;26;2.17;7;0.58;17.39;442.76;46.4;31278;2606.5;22481;1873.42;8797;733.08;261;21.75;771;64.25;6695;557.92;4279;356.58;2416;201.33;49;4.08;205;17.08;732.83;61.07;370.36;30.86;4974;414.5;3794;316.17;635;52.92;1595.33;6700202;558350.19;1777.97;148.16;1841.14;153.43;758.42;63.2;2363.85;196.99;1716.15;143.01;297.53;24.79;71.98;6;0.12;593;49.42;1311.4;109.28;1588.8;132.4;1421.36;118.45;2956.18;246.35;2861.88;238.49;1515.66;126.3;2074.71;172.89;1444.22;120.35;858.62;71.55;14;1.17;17;1.42
ROGUE;Firstkiller;14;9;64.29;7054;503.86;15;1.07;9;0.64;34;2.43;48;3.43;121;8.64;24;1.71;12;0.86;31.25;448.46;53.81;37153;2653.79;25525;1823.21;11628;830.57;310;22.14;1046;74.71;10988;784.86;7300;521.43;3688;263.43;85;6.07;325;23.21;532.16;38.01;904.65;64.62;7378;527;5710;407.86;1326;94.71;1600.18;7341834;524416.69;2033.87;145.28;1899.13;135.65;943.81;67.42;2874.55;205.32;1683.55;120.25;318.69;22.76;110.95;7.93;0.12;938;67;1638.5;117.04;1477.3;105.52;1281.05;91.5;3595.71;256.84;3003.66;214.55;1873.14;133.8;2292.5;163.75;1360.67;97.19;1223.62;87.4;39;2.79;13;0.93
NRG;GarrettG;14;11;78.57;5259;375.64;12;0.86;12;0.86;14;1;56;4;91;6.5;19;1.36;4;0.29;21.43;414.11;53.26;34015;2429.64;23171;1655.07;10844;774.57;303;21.64;940;67.14;7548;539.14;4516;322.57;3032;216.57;56;4;270;19.29;361.2;25.8;549.35;39.24;5681;405.79;7412;529.43;1154;82.43;1630.98;7652331;546595.06;1970.49;140.75;2008.04;143.43;972.47;69.46;2924.11;208.87;1780.5;127.18;246.38;17.6;118.43;8.46;0.12;994;71;1554.8;111.06;1718.1;122.72;1306.99;93.36;3643.98;260.28;3069.55;219.25;1881.43;134.39;2167.68;154.83;1731.3;123.66;1052.01;75.14;18;1.29;12;0.86
DRIP;Gib;9;0;0.00;2342;260.22;1;0.11;2;0.22;13;1.44;14;1.56;102;11.33;36;4;11;1.22;7.14;370.92;45.87;19126;2125.11;11469;1274.33;7657;850.78;131;14.56;668;74.22;3857;428.56;1905;211.67;1952;216.89;21;2.33;165;18.33;447.83;49.76;167.4;18.6;2317;257.44;1463;162.56;197;21.89;1478.88;4417916;490879.56;1594.67;177.19;1277.01;141.89;313.61;34.85;1766.1;196.23;1275.93;141.77;143.25;15.92;116.04;12.89;0.09;1344;149.33;1271.6;141.29;938.1;104.23;921.34;102.37;2263.95;251.55;2298.74;255.42;886.57;98.51;1754.97;195;956.42;106.27;473.91;52.66;8;0.89;7;0.78
THE PEEPS;Gyro.;10;9;90.00;4119;411.9;10;1;6;0.6;16;1.6;34;3.4;59;5.9;10;1;6;0.6;29.41;426.85;42.57;23470;2347;15828;1582.8;7642;764.2;182;18.2;662;66.2;4590;459;2472;247.2;2118;211.8;29;2.9;179;17.9;531.95;53.19;259.14;25.91;4740;474;2270;227;445;44.5;1589.64;5187594;518759.41;1405.24;140.52;1473.16;147.32;544.04;54.4;2000.05;200;1238.46;123.85;183.91;18.39;58.89;5.89;0.1;572;57.2;1190.1;119.01;1069.6;106.96;892.27;89.23;2530.15;253.01;2194.02;219.4;1228.41;122.84;1601.69;160.17;1099.4;109.94;721.33;72.13;12;1.2;12;1.2
DRIP;Harps;9;0;0.00;2766;307.33;3;0.33;2;0.22;17;1.89;16;1.78;102;11.33;36;4;16;1.78;18.75;428.16;42.65;22041;2449;15245;1693.89;6796;755.11;176;19.56;575;63.89;3267;363;1509;167.67;1758;195.33;17;1.89;147;16.33;427.48;47.5;212.66;23.63;2071;230.11;2394;266;191;21.22;1539.18;4619250;513250;1408.13;156.46;1396.36;155.15;395.3;43.92;1664.15;184.91;1356.2;150.69;179.48;19.94;111.69;12.41;0.1;1170;130;1016.1;112.9;964.7;107.19;997.02;110.78;2202.79;244.75;2240.63;248.96;959.18;106.58;1682.86;186.98;1015.98;112.89;500.97;55.66;2;0.22;4;0.44
HC ESPORTS;Heps;12;3;25.00;3755;312.92;2;0.17;1;0.08;24;2;21;1.75;116;9.67;26;2.17;10;0.83;9.52;348.21;52.15;25266;2105.5;14812;1234.33;10454;871.17;183;15.25;905;75.42;5769;480.75;2997;249.75;2772;231;38;3.17;229;19.08;368.27;30.69;340.12;28.34;2425;202.08;3575;297.92;724;60.33;1445.99;6084258;507021.5;2256.25;188.02;1641.69;136.81;489.93;40.83;2550.55;212.55;1597.24;133.1;240.16;20.01;89.79;7.48;0.1;882;73.5;1615.5;134.62;1296.8;108.07;1195.22;99.6;3192.7;266.06;3014.37;251.2;1373.56;114.46;2279.09;189.92;1346.73;112.23;762.12;63.51;6;0.5;19;1.58
INFINITE SHOTS;JJ ^O^;12;3;25.00;4090;340.83;8;0.67;8;0.67;14;1.17;31;2.58;84;7;30;2.5;10;0.83;25.81;497.88;52.32;35984;2998.67;25498;2124.83;10486;873.83;309;25.75;850;70.83;8172;681;5462;455.17;2710;225.83;63;5.25;233;19.42;539.79;44.98;339.43;28.29;7912;659.33;5351;445.92;785;65.42;1658.47;6884477;573706.44;1647.02;137.25;1716.8;143.07;1015.59;84.63;2347.63;195.64;1759.49;146.62;272.32;22.69;96.5;8.04;0.11;890;74.17;1435.5;119.62;1508.2;125.68;1332.18;111.01;3047.27;253.94;2746.92;228.91;1632.51;136.04;1986.44;165.54;1472.79;122.73;920.22;76.68;28;2.33;8;0.67
G2 ESPORTS;JKnaps;11;9;81.82;5353;486.64;15;1.36;12;1.09;16;1.45;35;3.18;67;6.09;15;1.36;4;0.36;42.86;406.3;49.43;25196;2290.55;17485;1589.55;7711;701;214;19.45;627;57;6192;562.91;3967;360.64;2225;202.27;46;4.18;194;17.64;418.52;38.05;394.92;35.9;3097;281.55;3928;357.09;696;63.27;1577.34;5675084;515916.72;1686.21;153.29;1542.77;140.25;591.34;53.76;2065.29;187.75;1521.81;138.35;233.21;21.2;117.06;10.64;0.11;1036;94.18;1301.2;118.29;1105.9;100.54;943.32;85.76;2876.99;261.54;2371.8;215.62;1448.5;131.68;1666.54;151.5;1311.93;119.27;841.86;76.53;8;0.73;19;1.73
XSET;JPow;14;5;35.71;5258;375.57;13;0.93;5;0.36;20;1.43;44;3.14;112;8;31;2.21;12;0.86;29.55;377.14;49.39;31093;2220.93;20442;1460.14;10651;760.79;246;17.57;905;64.64;6924;494.57;3972;283.71;2952;210.86;44;3.14;240;17.14;433.16;30.94;549.62;39.26;4354;311;4203;300.21;450;32.14;1521.87;7239507;517107.66;2434.07;173.86;1893.19;135.23;698.14;49.87;3000.92;214.35;1770.42;126.46;254.07;18.15;119.83;8.56;0.1;1163;83.07;1870.7;133.62;1457.6;104.11;1296.54;92.61;3728.92;266.35;3331.2;237.94;1694.2;121.01;2440.06;174.29;1650.18;117.87;935.2;66.8;14;1;9;0.64
NEFARIOUS;JWismont;22;10;45.45;7899;359.05;20;0.91;7;0.32;26;1.18;72;3.27;178;8.09;40;1.82;11;0.5;27.78;432.75;46.47;54949;2497.68;38353;1743.32;16596;754.36;447;20.32;1422;64.64;12129;551.32;7035;319.77;5094;231.55;80;3.64;424;19.27;1442.33;65.56;445.6;20.25;5521;250.95;6027;273.95;893;40.59;1600.17;11937395;542608.88;3089.05;140.41;3561.26;161.88;1184.02;53.82;4407.11;200.32;3018.05;137.18;409.17;18.6;204.46;9.29;0.08;2396;108.91;1992.3;90.56;3024.7;137.49;2590.06;117.73;5244.21;238.37;4764;216.55;3070.21;139.55;3310.46;150.48;2760.62;125.48;1763.24;80.15;13;0.59;25;1.14
72PC;Jacob;18;9;50.00;6728;373.78;8;0.44;14;0.78;29;1.61;31;1.72;152;8.44;35;1.94;15;0.83;25.81;363.23;48.84;39828;2212.67;25795;1433.06;14033;779.61;318;17.67;1190;66.11;8634;479.67;4397;244.28;4237;235.39;57;3.17;359;19.94;684.4;38.02;793.52;44.08;6559;364.39;6391;355.06;1333;74.06;1534.05;9484514;526917.44;2920.44;162.25;2734.73;151.93;859.43;47.75;3731.94;207.33;2410.26;133.9;372.35;20.69;147.2;8.18;0.12;1264;70.22;2212.1;122.89;2092.5;116.25;1895.37;105.3;4619.22;256.62;4346.91;241.5;2167.69;120.43;3186.77;177.04;2113.79;117.43;1213.98;67.44;30;1.67;24;1.33
