replay id;replay title;map;date;result;team name;opposing team name;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time in front of ball;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;demos inflicted;demos taken
6d63250f-e75f-46a5-b1eb-632ecce41bfe;XST vs DR G3 2020-08-15.14.21;DFH Stadium;2020-08-15 14:21:44;loss;DRIP;XSET;837;2;2;2;5;9;6;40;1225;134.66;7308;4990;2318;59;204;1115;504;611;6;53;147.35;86.49;1041;834;98;1590241;484.48;470.28;147.23;598.96;447.28;55.74;33.17;362;351.28;750.7;351.28;748.74;353.25;558.86;360.08;183.05;2;4
f0bbe503-a252-4ac9-a718-f7ccaeac5800;XST vs CTM G3 2020-08-15.17.20;Utopia Coliseum (Dusk);2020-08-15 17:20:27;win;CONTINUUM;XSET;1019;2;1;6;6;9;1;33.33;1091;142.58;6299;4344;1955;54;149;1397;899;498;11;42;117.86;160.94;975;1039;204;1419758;498.66;389.6;116.72;649.48;308.67;46.83;16.15;137;264.54;740.43;264.54;707.42;297.55;539.22;306.89;158.85;5;3
f0bbe503-a252-4ac9-a718-f7ccaeac5800;XST vs CTM G3 2020-08-15.17.20;Utopia Coliseum (Dusk);2020-08-15 17:20:27;loss;XSET;CONTINUUM;874;1;1;3;9;6;2;11.11;1308;150.69;7291;5161;2130;60;191;1998;1224;774;13;70;126.53;102.49;1064;884;83;1510058;406.44;440.12;152.41;584.53;359.32;55.12;24.28;233;284.76;714.21;284.76;558.05;440.92;398.7;346.9;253.37;3;5
8bcdbd24-e4d5-46cd-9432-cf27648ef2c0;RGE vs PT-1-2020-08-15.23.21;DFH Stadium;2020-08-15 23:21:05;win;ROGUE;PLOT TWIST;825;1;0;4;7;7;0;14.29;1299;159.17;6912;4836;2076;59;181;1861;1266;595;15;55;90.48;140.42;1379;1150;252;1442329;395.6;385.1;160.84;556.35;338.7;46.5;18.18;179;238.21;703.34;238.21;562.51;379.05;386.02;327.71;227.81;4;2
8bcdbd24-e4d5-46cd-9432-cf27648ef2c0;RGE vs PT-1-2020-08-15.23.21;DFH Stadium;2020-08-15 23:21:05;loss;PLOT TWIST;ROGUE;891;0;0;6;7;7;1;0;1031;142.21;5488;3660;1828;44;154;1092;762;330;8;29;105.43;68.97;606;672;42;1343878;462.75;359.22;113.55;508.69;369.26;57.58;16.49;161;273.08;662.43;273.08;654.11;281.4;528.23;238.68;168.6;2;4
7388ba0c-b6ec-4028-a93f-2c4efd34298c;APT vs CTM G1 2020-08-15.14.38;DFH Stadium;2020-08-15 14:38:07;loss;ADEPT;CONTINUUM;834;0;0;6;9;9;2;0;1207;148.03;6563;4335;2228;54;191;1485;832;653;11;57;104.98;92.03;1028;1118;273;1432617;446.3;383.43;147.86;525.39;376.75;75.45;20;160;333.74;643.84;333.74;620.02;357.57;449.34;319.08;209.16;7;1
7388ba0c-b6ec-4028-a93f-2c4efd34298c;APT vs CTM G1 2020-08-15.14.38;DFH Stadium;2020-08-15 14:38:07;win;CONTINUUM;ADEPT;1244;2;2;7;9;9;0;22.22;1111;152.87;6130;4359;1771;58;159;1530;948;582;11;50;81.26;130.67;787;1511;158;1378316;473.19;360.84;125.32;556.72;324.26;78.36;14.76;124;206.2;753.15;206.2;606.03;353.31;435.52;316.13;207.7;1;7
59ad039c-5c63-4730-bb8e-22d59f9168f2;NV vs IS G1 2020-08-16.11.37;DFH Stadium;2020-08-16 11:37:50;win;TEAM ENVY;INFINITE SHOTS;1011;2;2;4;4;6;1;50;1170;149.98;6826;4720;2106;57;190;1244;671;573;9;51;100.23;89.6;880;1003;236;1511705;424.78;411.47;156.79;544.21;390.69;58.15;21.37;169;237.55;755.49;237.55;691.77;301.28;502;328.28;162.77;6;3
59ad039c-5c63-4730-bb8e-22d59f9168f2;NV vs IS G1 2020-08-16.11.37;DFH Stadium;2020-08-16 11:37:50;loss;INFINITE SHOTS;TEAM ENVY;739;1;1;2;6;4;2;16.67;1264;149.18;6816;4338;2478;54;215;1575;767;808;8;71;114.31;82.25;1101;978;47;1471113;443.35;368.39;171.04;565.85;357.33;59.59;24.65;201;251.86;730.92;251.86;634.73;348.04;457.1;344.8;180.89;3;6
9957b22e-86e9-46e0-a8fa-ffa6e43de048;72 vs MMG G2 2020-08-16.16.09;Urban Central (Dawn);2020-08-16 16:09:11;loss;MAMBA MODE;72PC;696;1;1;1;9;6;5;11.11;1186;135.21;6809;4722;2087;55;173;1766;1010;756;13;67;128.67;83.44;818;806;304;1484594;484.8;424.35;133.01;593.62;398.86;49.7;23.4;213;325.33;716.83;325.33;587.49;454.68;423.82;340.82;277.51;3;8
